"ATT","S.E.","CI.lower","CI.upper","p.value","count","outcome","event_time"
0.312889145472799,0.808778814316545,-1.27228820204664,1.89806649299223,0.698855302614494,10,"hom_all_rate",1
1.7139799566417,1.18507486389702,-0.608724095580169,4.03668400886357,0.148091613507276,10,"hom_all_rate",2
1.7346613084997,0.899327887715563,-0.0279889617152866,3.49731157871468,0.0537504928487413,10,"hom_all_rate",3
0.997497254044161,0.901636738060128,-0.769678279691864,2.76467278778019,0.26858875894442,10,"hom_all_rate",4
0.645896599079297,0.893426173126547,-1.10518652309418,2.39697972125278,0.469714628186685,10,"hom_all_rate",5
0.342069115617859,0.960645184263338,-1.54076084746013,2.22489907869585,0.721778644608971,10,"hom_all_rate",6
0.952819300620117,0.991225832838243,-0.989947632288558,2.89558623352879,0.336424722413172,10,"hom_all_rate",7
0.590132710732597,0.834050226159591,-1.04457569383769,2.22484111530288,0.479224399779477,10,"hom_all_rate",8
2.5980577936784,0.961226058229333,0.71408933854751,4.4820262488093,0.00687460542676743,10,"hom_all_rate",9
1.22391131587478,0.87977281183712,-0.500411709903511,2.94823434165306,0.164174649447358,10,"hom_all_rate",10
1.32427358671613,0.933566518729278,-0.505483167165688,3.15403034059796,0.156041876146964,10,"hom_all_rate",11
0.587535826781342,1.13694853555033,-1.64084235517285,2.81591400873554,0.605319836487992,10,"hom_all_rate",12
0.377521579357467,1.07890822664674,-1.73709968749412,2.49214284620906,0.726405684251028,10,"hom_all_rate",13
0.196051994629073,0.927047992081093,-1.62092868179004,2.01303267104819,0.832512833552097,10,"hom_all_rate",14
-0.0496379594066269,0.921936592787828,-1.85660047730034,1.75732455848709,0.957061868389149,10,"hom_all_rate",15
1.21719947718731,0.851080204622466,-0.450887071827703,2.88528602620232,0.152664827980814,10,"hom_all_rate",16
-0.852438845798128,1.26216527740669,-3.32623733205225,1.621359640456,0.499435546056437,10,"hom_all_rate",17
-0.355355980264907,0.736552156267375,-1.79897167928428,1.08825971875447,0.629480145354171,10,"hom_all_rate",18
2.62057145848501,2.78648219370516,-2.84083328473925,8.08197620170928,0.34698231782616,10,"hom_all_rate",19
-0.33614631341056,0.919442454052399,-2.13822040921038,1.46592778238926,0.714665074941166,10,"hom_all_rate",20
2.85323403949386,1.34776115906548,0.211670707963556,5.49479737102416,0.0342583575645203,10,"hom_all_rate",21
1.58237483550021,1.53721491075405,-1.43051102607567,4.59526069707609,0.303302197590505,10,"hom_all_rate",22
-1.45426929833381,1.02664080567713,-3.46644830252017,0.557909705852545,0.156619874697946,10,"hom_all_rate",23
0.419315684411651,1.27348292103682,-2.07666497574738,2.91529634457068,0.741954013369642,10,"hom_all_rate",24
4.22063983468948,2.20260095936951,-0.0963787179881272,8.53765838736709,0.0553387262633629,10,"hom_all_rate",25
-0.820122758058225,1.24177543572041,-3.25395788895677,1.61371237284032,0.508969139226411,10,"hom_all_rate",26
-1.90999232612378,1.38497597612118,-4.6244953587745,0.80451070652695,0.1678701658858,10,"hom_all_rate",27
1.89889128847848,2.17436066523983,-2.36277730479214,6.16055988174911,0.382494037177425,10,"hom_all_rate",28
-1.07236063742896,1.81527123421789,-4.6302268786676,2.48550560380969,0.554691944258187,10,"hom_all_rate",29
1.69994503321855,2.66552398745473,-3.52438598212032,6.92427604855742,0.523634695361747,10,"hom_all_rate",30
2.39538207750685,3.18104086794205,-3.8393434570096,8.63010761202331,0.451438900115434,10,"hom_all_rate",31
2.01621393047818,2.82279438301942,-3.51636139600185,7.54878925695821,0.475065367111607,10,"hom_all_rate",32
-0.273353162318363,2.54623378197124,-5.2638796712012,4.71717334656448,0.914506656693287,10,"hom_all_rate",33
1.76884211986978,1.81314566958914,-1.7848580912497,5.32254233098925,0.329279894244977,10,"hom_all_rate",34
0.816002361188287,1.93853603325024,-2.98345844671532,4.61546316909189,0.673800777721536,10,"hom_all_rate",35
-0.0398328244577042,1.65431144752939,-3.28222368082762,3.20255803191222,0.980790240569043,10,"hom_all_rate",36
2.14896779510483,1.93881082872499,-1.6510316020324,5.94896719224206,0.26769135983014,10,"hom_all_rate",37
2.79047489743354,2.88971744225341,-2.87326721488035,8.45421700974743,0.334216012448599,10,"hom_all_rate",38
-0.352284835544511,1.53647748114761,-3.36372536165065,2.65915569056163,0.818650650378976,10,"hom_all_rate",39
2.37756069200534,2.08049998311315,-1.70014434473262,6.45526572874331,0.253128563051499,10,"hom_all_rate",40
-0.918640141157914,2.51397489078736,-5.84594038513916,4.00866010282333,0.714802831522023,10,"hom_all_rate",41
0.146189624606484,1.79890552902721,-3.37960042387682,3.67197967308978,0.93523051521087,10,"hom_all_rate",42
0.728397938980544,1.70751808562234,-2.61827601179002,4.07507188975111,0.669683188096532,10,"hom_all_rate",43
1.89408884888235,1.91617828143706,-1.86155157069214,5.64972926845684,0.322921471672564,10,"hom_all_rate",44
0.910333182669683,1.45755802316928,-1.9464280481195,3.76709441345886,0.532259544471189,10,"hom_all_rate",45
3.83572242957497,2.03977427237414,-0.162161680869731,7.83360654001968,0.0600448454214857,10,"hom_all_rate",46
-2.20800384173158,2.19097330410656,-6.50223260886917,2.08622492540601,0.313563428206179,10,"hom_all_rate",47
-1.81423218941749,2.9450916504435,-7.58650575545637,3.95804137662139,0.537882030114269,10,"hom_all_rate",48
0.116023608050796,2.79910283508586,-5.37011713774144,5.60216435384303,0.966936926212742,10,"hom_all_rate",49
0.420685435910757,2.49481652893368,-4.46906510883448,5.310435980656,0.86609256130275,10,"hom_all_rate",50
1.21304511444893,2.20337639496881,-3.10549326407565,5.53158349297351,0.581949586364723,10,"hom_all_rate",51
4.46168006205102,3.84412863705956,-3.07267361852475,11.9960337426268,0.245785092852254,10,"hom_all_rate",52
0.91295513391121,2.06838140226171,-3.1409979208142,4.96690818863662,0.658933386701735,10,"hom_all_rate",53
0.622245912406795,3.19745018506226,-5.64464129267616,6.88913311748975,0.845700690148695,10,"hom_all_rate",54
1.48477622256778,3.24999903278135,-4.88510483147368,7.85465727660923,0.647775731669197,10,"hom_all_rate",55
-0.178472661242382,2.78991344470587,-5.64660253284997,5.2896572103652,0.948993572646987,10,"hom_all_rate",56
-0.334515298874984,1.93110076268094,-4.11940324424746,3.45037264649749,0.862474423228924,10,"hom_all_rate",57
-2.23230368089737,1.62956733789831,-5.42619697356087,0.961589611766134,0.170725901171852,10,"hom_all_rate",58
-0.678169048409572,2.22653598227244,-5.04209938394606,3.68576128712692,0.760682387327059,8,"hom_all_rate",59
-2.58207019476001,1.57155486915971,-5.6622611380416,0.498120748521568,0.100382203279359,7,"hom_all_rate",60
-3.26824408662695,1.81555955124426,-6.8266754188534,0.290187245599488,0.0718400377964481,7,"hom_all_rate",61
-0.342750551969719,1.86279214590624,-3.99375606863002,3.30825496469059,0.854014803773976,7,"hom_all_rate",62
1.05058072847866,2.69464972065854,-4.23083567496299,6.33199713192031,0.696627837105233,7,"hom_all_rate",63
-0.988486285373012,1.56592616246501,-4.05764516625345,2.08067259550743,0.527878996325752,4,"hom_all_rate",64
-1.38043716210604,1.90193830344959,-5.10816773768446,2.34729341347237,0.467958053168776,4,"hom_all_rate",65
0.688992442544663,2.81493114399601,-4.82817121864766,6.20615610373698,0.806639545192351,4,"hom_all_rate",66
-1.27841166717279,3.56875933128239,-8.27305142597751,5.71622809163194,0.720176437718318,4,"hom_all_rate",67
-2.90471129452294,1.99630749496829,-6.81740208672816,1.00797949768229,0.145657628276581,4,"hom_all_rate",68
-2.61204007303714,2.62712860219457,-7.76111751609355,2.53703737001927,0.320097936474588,4,"hom_all_rate",69
-0.958817807443845,3.10378349073266,-7.04212166508986,5.12448605020217,0.757383115077056,4,"hom_all_rate",70
1.90665131159842,4.37324371881198,-6.66474887288907,10.4780514960859,0.662850491354003,4,"hom_all_rate",71
1.37508607686857,3.14006154427594,-4.77932145915149,7.52949361288863,0.661446510452538,4,"hom_all_rate",72
0.901783300745179,3.1821644701095,-5.33514445355243,7.13871105504279,0.776880371331535,4,"hom_all_rate",73
1.55490045231959,4.27849563694044,-6.83079690409542,9.9405978087346,0.71628949351085,4,"hom_all_rate",74
2.58512143091735,4.51636731384621,-6.26679584517513,11.4370387070098,0.567058097388124,4,"hom_all_rate",75
-0.917719813587717,4.76327256191208,-10.2535624834832,8.4181228563078,0.847220693635294,4,"hom_all_rate",76
7.66512007667566,4.88570313344328,-1.91068210402766,17.240922257379,0.116674083366549,4,"hom_all_rate",77
6.7019429385497,2.02809181283499,2.72695602805258,10.6769298490468,0.00095126974501536,3,"hom_all_rate",78
-0.0477777678087835,0.517714703633991,-1.06247994119823,0.966924405580667,0.92647089005475,10,"hom_ym_rate",1
0.787320214153788,0.659818540705148,-0.505900361960078,2.08054079026765,0.232776379071483,10,"hom_ym_rate",2
0.551723779693234,0.640669461068564,-0.703965289995837,1.80741284938231,0.389145744092692,10,"hom_ym_rate",3
0.0689640290326531,0.405696226522705,-0.726185963615652,0.864114021680959,0.865018529303346,10,"hom_ym_rate",4
-0.00885549177341812,0.696067049229997,-1.37312183908928,1.35541085554244,0.989849441119252,10,"hom_ym_rate",5
-0.227690928702236,0.416879180715453,-1.04475910880909,0.589377251404617,0.584942447066351,10,"hom_ym_rate",6
0.236915693465758,0.549704713226738,-0.840485746590567,1.31431713352208,0.666477679840114,10,"hom_ym_rate",7
-0.0744732180835294,0.418572449779508,-0.894860144572064,0.745913708405006,0.858784288026568,10,"hom_ym_rate",8
1.48359737829706,0.617463332269169,0.273391485275398,2.69380327131872,0.0162732187514911,10,"hom_ym_rate",9
1.15525119183274,0.71454034722457,-0.245222154228163,2.55572453789364,0.105926790655831,10,"hom_ym_rate",10
0.856096004634597,0.398755335535787,0.0745499083412694,1.63764210092792,0.0317996112177246,10,"hom_ym_rate",11
0.52642094060488,0.604622563858155,-0.658617508797372,1.71145939000713,0.383939591012942,10,"hom_ym_rate",12
0.376007850216944,0.542141713347976,-0.686570382461927,1.43858608289581,0.48795813571495,10,"hom_ym_rate",13
0.144525020889911,0.503099659774143,-0.841532192901762,1.13058223468158,0.773906228218222,10,"hom_ym_rate",14
0.651049202546165,0.646154069330987,-0.615389501806567,1.9174879068989,0.313658152047081,10,"hom_ym_rate",15
0.588220556661287,0.825726413119968,-1.03017347413729,2.20661458745987,0.476237313248106,10,"hom_ym_rate",16
-0.255576422173776,0.656895991239642,-1.54306890659221,1.03191606224466,0.697226731119123,10,"hom_ym_rate",17
0.492861040972344,0.574199007931877,-0.632548334532763,1.61827041647745,0.390701801993799,10,"hom_ym_rate",18
1.17825081234666,0.963914348481126,-0.710986594857733,3.06748821955106,0.221571334663269,10,"hom_ym_rate",19
0.420635970723285,0.643199712814971,-0.840012301260564,1.68128424270713,0.513128474705119,10,"hom_ym_rate",20
2.00836320011977,1.18185037952709,-0.30802097886831,4.32474737910785,0.089255526160688,10,"hom_ym_rate",21
0.132010943446137,0.637180567689479,-1.11684002087403,1.3808619077663,0.835869441264661,10,"hom_ym_rate",22
-0.443084709048203,0.453820982129701,-1.33255748945101,0.446388071354606,0.328894769014906,10,"hom_ym_rate",23
0.140039833199746,0.624129158348553,-1.08323083886471,1.36331050526421,0.822464458171058,10,"hom_ym_rate",24
2.1237014651746,1.48337898855382,-0.783667927814332,5.03107085816353,0.152239778282385,10,"hom_ym_rate",25
-0.339916209134812,0.721630342509917,-1.75428569060555,1.07445327233593,0.637612712278942,10,"hom_ym_rate",26
-1.26605061411072,0.506249043900422,-2.25828050736339,-0.27382072085806,0.0123897236212787,10,"hom_ym_rate",27
0.640168565235308,0.70295731056362,-0.737602446138525,2.01793957660914,0.362464453625301,10,"hom_ym_rate",28
-1.22491962492105,0.85784260757853,-2.90626024017889,0.456420990336797,0.153318574625968,10,"hom_ym_rate",29
1.47165528329847,1.53197251355822,-1.53095566858095,4.47426623517789,0.336739379024014,10,"hom_ym_rate",30
1.35294019028156,1.79089706085017,-2.15715354900342,4.86303392956653,0.44997667587222,10,"hom_ym_rate",31
0.684978080072969,1.07290592309609,-1.41787888799507,2.78783504814101,0.523192138452609,10,"hom_ym_rate",32
-0.228379429414372,0.850756053155026,-1.89583065322767,1.43907179439892,0.788358414811332,10,"hom_ym_rate",33
0.377596573053283,1.05398679627152,-1.68817958781965,2.44337273392621,0.720152112222726,10,"hom_ym_rate",34
0.15226799079015,1.39558468155199,-2.58302772242755,2.88756370400785,0.913117660953649,10,"hom_ym_rate",35
0.908809501987728,0.907852733880914,-0.870549159685088,2.68816816366054,0.316800760253982,10,"hom_ym_rate",36
1.75761478040699,1.44480379466576,-1.07414862186471,4.58937818267869,0.223791621988508,10,"hom_ym_rate",37
1.33366630474806,1.7875222681899,-2.16981296246749,4.8371455719636,0.455608381126504,10,"hom_ym_rate",38
0.00421812090327032,0.906106014096497,-1.77171703290101,1.78015327470755,0.99628568695486,10,"hom_ym_rate",39
2.0091659806804,1.2351610977352,-0.411705285985543,4.43003724734635,0.103812970898166,10,"hom_ym_rate",40
-0.176871594241545,1.16775467680914,-2.46562870356567,2.11188551508258,0.879610517655752,10,"hom_ym_rate",41
0.278696211491824,1.0531571244437,-1.78545382247959,2.34284624546323,0.791295061892469,10,"hom_ym_rate",42
0.217726079356148,0.916927738193141,-1.57941926392818,2.01487142264048,0.812306360881141,10,"hom_ym_rate",43
0.388144760476615,1.12555451855831,-1.817901558534,2.59419107948723,0.730208955193465,10,"hom_ym_rate",44
0.334250708006152,0.990413484318661,-1.60692405106125,2.27542546707355,0.735750546761325,10,"hom_ym_rate",45
0.939373303201927,1.34626895061295,-1.69926535350399,3.57801195990784,0.485326982169474,10,"hom_ym_rate",46
-0.151488366866825,1.24182931570739,-2.58542910059934,2.28245236686569,0.902908463037561,10,"hom_ym_rate",47
-1.16080433644731,1.33615727393501,-3.77962447104114,1.45801579814653,0.384976637615061,10,"hom_ym_rate",48
-0.426169284105234,1.46618918251258,-3.2998472763521,2.44750870814164,0.771307852519712,10,"hom_ym_rate",49
-1.23535417003024,1.67141315319673,-4.51126375358236,2.04055541352188,0.459841660190533,10,"hom_ym_rate",50
0.0375507465917156,1.10164491403597,-2.12163360867051,2.19673510185395,0.972808515882682,10,"hom_ym_rate",51
1.93490906487864,1.74489851420215,-1.48502917963503,5.35484730939232,0.267475523846952,10,"hom_ym_rate",52
0.103573960431497,0.97030766017592,-1.79819410743664,2.00534202829963,0.914992533282825,10,"hom_ym_rate",53
-0.431070338040607,1.54243706992421,-3.45419144351155,2.59205076743033,0.779881446411679,10,"hom_ym_rate",54
0.830253357994506,1.5156608375872,-2.14038729645422,3.80089401244324,0.583840859648279,10,"hom_ym_rate",55
-0.472550103115725,1.34010437175926,-3.09910640728855,2.1540062010571,0.724371943234377,10,"hom_ym_rate",56
-0.289266294805575,0.760838046054841,-1.78048146314089,1.20194887352974,0.7038011837652,10,"hom_ym_rate",57
-0.477955203564965,0.777033366161094,-2.00091261602663,1.0450022088967,0.538486999340643,10,"hom_ym_rate",58
-0.232891425497861,1.66575872068747,-3.49771852497882,3.0319356739831,0.888809306268074,8,"hom_ym_rate",59
-1.08566776616412,0.88635072764356,-2.82288327001636,0.651547737688132,0.220622780881084,7,"hom_ym_rate",60
-1.03700035005128,0.837306767727117,-2.67809145880807,0.604090758705518,0.215532528537057,7,"hom_ym_rate",61
0.244407456131843,1.05083726133475,-1.81519572969697,2.30401064196066,0.816084805627404,7,"hom_ym_rate",62
0.927978404803899,1.45904756849089,-1.93170228116897,3.78765909077677,0.52476563324289,7,"hom_ym_rate",63
-0.3698118809759,0.801985437493373,-1.94167445458851,1.20205069263671,0.64471219497743,4,"hom_ym_rate",64
-0.655516829455565,1.21474623566725,-3.03637570171897,1.72534204280784,0.589450338997032,4,"hom_ym_rate",65
-0.938459996838306,1.6528475240826,-4.1779816159764,2.30106162229978,0.570181802311081,4,"hom_ym_rate",66
-0.522062247856923,1.81192080726778,-4.07336177294051,3.02923727722666,0.773249972765471,4,"hom_ym_rate",67
-0.325359361419727,1.21169594300465,-2.70023976992213,2.04952104708268,0.788302406155314,4,"hom_ym_rate",68
-2.20791809660784,1.27913059333482,-4.71496799106743,0.299131797851757,0.0843279080336881,4,"hom_ym_rate",69
-0.742245847345994,1.71746746585375,-4.10842022503862,2.62392853034663,0.665614504940035,4,"hom_ym_rate",70
1.3339202418852,2.28637990903341,-3.14730203479626,5.81514251856665,0.559610457431776,4,"hom_ym_rate",71
1.741627873586,1.87821988894984,-1.93961546380251,5.42287121097451,0.353783349268917,4,"hom_ym_rate",72
0.19228414153785,1.91592884559259,-3.56286739276502,3.94743567584072,0.920057893866486,4,"hom_ym_rate",73
1.48416291102539,2.42496176565462,-3.26867481354432,6.2370006355951,0.54051420909842,4,"hom_ym_rate",74
2.93389681215794,2.27815887794531,-1.53121253967504,7.39900616399093,0.197802783336984,4,"hom_ym_rate",75
1.47999761177878,2.55762682506393,-3.53285885124005,6.49285407479761,0.562818275065176,4,"hom_ym_rate",76
2.46958733633946,2.54969565004642,-2.52772430928997,7.46689898196888,0.332754174616796,4,"hom_ym_rate",77
4.51775757764643,1.85495947058853,0.882103822511429,8.15341133278143,0.0148711406812934,3,"hom_ym_rate",78
-1.39652849127319,0.562744362281887,-2.49948717384865,-0.293569808697729,0.0130779604663993,11,"theft_violent_rate",1
-1.16598140385334,0.699274250324666,-2.53653374980593,0.204570942099251,0.0954316206354027,11,"theft_violent_rate",2
-1.89341598936914,0.577902506777976,-3.02608408922939,-0.760747889508897,0.00105154861686341,11,"theft_violent_rate",3
-1.7522079082004,0.681165560196009,-3.08726787369363,-0.417147942707173,0.0101005713870312,10,"theft_violent_rate",4
-1.2713403663969,0.74268891775871,-2.72698389692101,0.184303164127198,0.0869321726000498,10,"theft_violent_rate",5
-1.12318796480658,0.875233900874209,-2.83861488856853,0.592238958955365,0.199386872727696,10,"theft_violent_rate",6
-1.30973458516869,0.774044356224419,-2.82683364580505,0.20736447546766,0.090633280040695,10,"theft_violent_rate",7
-1.21952129639409,0.630528937119127,-2.45533530435789,0.0162927115697218,0.0530978552080126,10,"theft_violent_rate",8
-1.46907368286819,0.627689719849793,-2.69932292723982,-0.238824438496556,0.0192607408732637,10,"theft_violent_rate",9
-1.40361691339208,0.558106183384784,-2.49748493237537,-0.309748894408799,0.0119044566678275,10,"theft_violent_rate",10
-1.46745122699784,0.660636372636523,-2.76227472424261,-0.172627729753074,0.0263327336607309,10,"theft_violent_rate",11
-1.7374688683144,0.607897313271727,-2.92892570862565,-0.546012028003152,0.00426103083278706,10,"theft_violent_rate",12
-1.29251370060089,0.786257400593445,-2.83354988834212,0.248522487140347,0.100200759620379,10,"theft_violent_rate",13
-1.60754500491771,0.584973032089223,-2.75407107973978,-0.461018930095636,0.00599477828080452,10,"theft_violent_rate",14
-1.16217562889217,0.64690749725719,-2.4300910248452,0.10573976706087,0.0724134828096903,10,"theft_violent_rate",15
-1.72301883909869,0.742643047756011,-3.17857246606953,-0.267465212127847,0.0203345431831068,10,"theft_violent_rate",16
