"event_time_1","event_time_2","event_time_3","event_time_4","event_time_5","event_time_6","event_time_7","time_sec"
1.38864612587554,2.87016579767694,3.7377186306564,4.96024332694692,5.73391992133725,6.64644204428398,8.23589176151057,0.0338778495788574
1.03236281775342,1.39039177873719,2.68625819190102,3.84957912302943,5.07342745520677,5.43436253817383,6.18320501190169,0.0352048873901367
-0.754940328304953,0.548379255677459,1.6498398907139,1.41147871358562,2.01829959070373,3.4017380890458,4.49571989064273,0.0321319103240967
-1.09858257477707,0.0906987116438181,1.41429067297518,2.3519693696315,3.79418903059831,4.34017450266312,6.43971372375772,0.0321359634399414
2.85886940227016,3.45571753922283,4.08225480912936,5.03501931770114,5.74305584529658,7.34993154964358,7.56102399003355,0.0341508388519287
0.695007409100712,1.51537342973445,2.72069961462986,4.12930216297987,4.6122982582293,5.73741227226573,5.67439573963108,0.033329963684082
1.70885778682558,2.24125432610948,3.208044659043,4.03838147329293,5.86514854667091,6.60266771661248,6.62677577111859,0.0327551364898682
0.0828257921866434,1.70628866576173,3.08001649373215,4.50055164785197,5.34136377932237,6.43180292422303,7.37022226139703,0.0318470001220703
0.849958848484586,2.03950985090268,3.4056146146229,4.40573882355304,6.01712293315244,7.26768822538948,7.89687767026579,0.0495309829711914
0.474997279130763,1.46061741550441,3.08078258294853,3.51544072025724,5.22382088216475,6.63177710337479,7.83517127665001,0.0468969345092773
0.158128491528858,2.23858871211147,3.1928704063452,2.56017639493631,3.58199197023495,3.24928016467872,3.96516618245883,0.0573930740356445
1.23120896064588,1.51217608005625,1.46825600612878,2.97945899763793,3.11898841810764,5.47030362234572,6.9472983036016,0.0602400302886963
0.641923911995792,2.05048115789973,3.45050441786487,3.63058067850504,3.49200981755369,4.27255618254911,6.43236563533454,0.0444028377532959
2.25329988183012,2.53379891191478,2.71957984097933,3.14980322990628,3.04573081416116,4.22720828778757,6.54335738171344,0.0463390350341797
0.978279228947928,2.10012864997438,2.70231404675828,4.44417649196745,5.30359861290652,5.82148618990435,6.01101890488422,0.0516231060028076
1.27841698714069,1.64437902080925,2.81092156402458,4.25413532346437,6.02730652350966,6.98315179054737,8.80065406405796,0.0489389896392822
0.960213678075834,1.45747760106898,2.30417522332184,3.74052093072685,4.14183123517803,4.97393968251703,5.1413770487409,0.0267179012298584
0.282270387907169,0.409024865570061,0.681180392814734,2.91908347861041,3.41707523942542,5.21347942061013,5.99469416410682,0.018359899520874
0.925089650123819,2.05012558250672,1.77562051728906,4.30688163056566,4.01574995855109,6.81434806579124,8.89293131481741,0.02370285987854
0.955260617562697,1.51501718577434,2.71952200607905,3.74597359600088,4.07708730789349,4.44757584484537,4.71617917840269,0.0240888595581055
1.15911676833766,1.83270771353342,2.58844175973559,4.76353507047435,5.28646268214131,7.84375184310886,8.98221295146456,0.025982141494751
0.287903941769809,1.57106226177227,2.84824011395745,3.33948711120588,5.13832023949988,6.40939906144629,6.6690456853136,0.020611047744751
-1.66510672602049,-0.380859096662682,2.74012301067048,4.21298623459323,6.75670186030671,7.4889929227227,9.34945055672603,0.0235321521759033
